UNIT_PERNO,COLUMN,OLD_VALUE,NEW_VALUE
707797,EPS_CD,0,4
707804,EPS_CD,0,4
707812,EPS_CD,0,4
707838,EPS_CD,0,4
707854,EPS_CD,0,4
707903,EPS_CD,1,4
707945,EPS_CD,0,4
706814,EPS_CD,0,4
750770,EPS_CD,1,4
712861,EPS_CD,1,4
707565,EPS_CD,1,4
720070,EPS_CD,1,4
753055,EPS_CD,1,4
697617,EPS_CD,1,4
778871,EPS_CD,1,4
779001,EPS_CD,1,4
779077,EPS_CD,1,4
778772,EPS_CD,1,4
756025,EPS_CD,1,4
710683,EPS_CD,0,4
782054,EPS_CD,1,4
779663,EPS_CD,1,4
782781,EPS_CD,1,4
779598,EPS_CD,1,4
705056,EPS_CD,0,4
687519,EPS_CD,1,4
694267,EPS_CD,1,4
722274,EPS_CD,1,4
725260,EPS_CD,1,4
725773,EPS_CD,1,4
710576,EPS_CD,1,4
711491,EPS_CD,1,4
689888,EPS_CD,1,4
765183,FEED_YYYYMM,200006,199807
877566,FEED_YYYYMM,202501,202412
878041,FEED_YYYYMM,202503,198807
772047,SPL_PAY,0,1720
694473,STG_INCR,5864,0
772047,STG_INCR,5927,0
766305,COST_CENTER,,CWD0970000
766438,COST_CENTER,,CWD0970000
766503,COST_CENTER,,CWD0970000
766529,COST_CENTER,,CWD0970000
810764,COST_CENTER,,CGF0000000
705915,COST_CENTER,,CGO0800000
716300,COST_CENTER,,CWZ1400000
775075,COST_CENTER,,CWI1801000
775091,COST_CENTER,,CWI1801000
775174,COST_CENTER,,CWG0300000
770067,COST_CENTER,,CWB0100000
770190,COST_CENTER,,CWC0300000
719164,COST_CENTER,,CWE1700000
719536,COST_CENTER,,CWZ1000000
719552,COST_CENTER,,CWH0200000
719825,COST_CENTER,,CWZ2600000
719841,COST_CENTER,,CWD0860030
691883,COST_CENTER,,CHA0000000
697766,COST_CENTER,,CWD0970000
698649,COST_CENTER,,CGF0000000
698764,COST_CENTER,,CGN0000000
767048,COST_CENTER,,CWD0970000
704511,COST_CENTER,,CWZ2100000
704066,COST_CENTER,,CWZ0500000
704595,COST_CENTER,,CWZ1900000
698029,COST_CENTER,,CWH0200000
698475,COST_CENTER,,CWF0173010
698524,COST_CENTER,,CWD0970000
698912,COST_CENTER,,CGE0000000
692170,COST_CENTER,,CWE1300000
767387,COST_CENTER,,CGR0800000
704579,COST_CENTER,,CWK0501000
704743,COST_CENTER,,CWB0100000
835887,COST_CENTER,,CGB0200000
676322,COST_CENTER,,CWD0860030
830499,COST_CENTER,,CGJ0000000
676249,COST_CENTER,,CWF0170000
692401,COST_CENTER,,CWB0100000
692683,COST_CENTER,,CWD0970000
692691,COST_CENTER,,CWE1300000
767460,COST_CENTER,,CWD0970000
767519,COST_CENTER,,CWD0970000
767527,COST_CENTER,,CWD0970000
709016,COST_CENTER,,CWC0201000
753154,COST_CENTER,,CWD0860030
676546,COST_CENTER,,CWH0200000
708993,COST_CENTER,,CWK1501000
715386,COST_CENTER,,CWI0300000
676372,COST_CENTER,,CWF0102000
709173,COST_CENTER,,CWD0860030
693780,COST_CENTER,,CGG0100000
694431,COST_CENTER,,CWK1301000
768385,COST_CENTER,,CWC0300000
768400,COST_CENTER,,CWD0970000
808769,COST_CENTER,,CWB0100000
716003,COST_CENTER,,CWB0160020
716764,COST_CENTER,,CWH0200000
716318,COST_CENTER,,CWB0100000
768517,COST_CENTER,,CWJ0600000
768525,COST_CENTER,,CWZ1000000
768799,COST_CENTER,,CWC0317000
717126,COST_CENTER,,CWI2270000
716269,COST_CENTER,,CWB0160030
716243,COST_CENTER,,CWL0101000
810293,COST_CENTER,,CWH0600000
716706,COST_CENTER,,CWZ0700000
695439,COST_CENTER,,CHA0000000
695744,COST_CENTER,,CWZ1000000
684127,COST_CENTER,,CPH0100000
716855,COST_CENTER,,CGN0000000
716061,COST_CENTER,,CWD0800000
717671,COST_CENTER,,CWK1601000
716920,COST_CENTER,,CWD0970000
769242,COST_CENTER,,CWK1301000
684151,COST_CENTER,,CGG0100000
824848,COST_CENTER,,CWC0300000
685133,COST_CENTER,,CWG1200000
696388,COST_CENTER,,CPH0100000
696437,COST_CENTER,,CGN0100000
696809,COST_CENTER,,CWZ2700000
696841,COST_CENTER,,CWD0800000
769599,COST_CENTER,,CWD0970000
769648,COST_CENTER,,CWJ0600000
769854,COST_CENTER,,CWC0300000
829707,COST_CENTER,,CGA0000000
769911,COST_CENTER,,CWZ2100000
833831,COST_CENTER,,HG01000006
782963,COST_CENTER,,CWH0300000
824806,COST_CENTER,,CPU0100000
690877,COST_CENTER,,CWC0300000
699647,COST_CENTER,,CGM0000000
765802,COST_CENTER,,CWK1301000
765860,COST_CENTER,,CGC0000000
765977,COST_CENTER,,CWD0970000
799687,COST_CENTER,,CHA0000000
799257,COST_CENTER,,CWB0100000
771156,COST_CENTER,,CWJ0600000
771198,COST_CENTER,,CWJ0600000
771346,COST_CENTER,,CHA0000000
691354,COST_CENTER,,CHA0000000
765985,COST_CENTER,,CWD0970000
833401,COST_CENTER,,CGM0000000
771396,COST_CENTER,,CGA0000000
774689,COST_CENTER,,CWK1601000
766149,COST_CENTER,,CWD0970000
833211,COST_CENTER,,CWZ1300000
827967,COST_CENTER,,CWC0300000
774796,COST_CENTER,,CWG1200000
774837,COST_CENTER,,CWG1200000
774887,COST_CENTER,,CWZ2700000
775025,COST_CENTER,,CWZ0700000
754582,COST_CENTER,,CWF0102000
712639,COST_CENTER,,CWF0173010
756843,COST_CENTER,,CWB0100000
757198,COST_CENTER,,CWD0970000
833427,COST_CENTER,,CWA1000000
792475,COST_CENTER,,CWZ1400000
792491,COST_CENTER,,CWE1700000
787955,COST_CENTER,,CWC0300000
789307,COST_CENTER,,CHA0000000
779887,COST_CENTER,,CWZ2100000
677594,COST_CENTER,,CWD0970000
677619,COST_CENTER,,CGN0000000
723628,COST_CENTER,,CWD0860030
723983,COST_CENTER,,CWL0101000
838998,COST_CENTER,,CWD0970000
819534,COST_CENTER,,CGN0300000
688476,COST_CENTER,,CWJ0300000
750499,COST_CENTER,,CWD0970000
751942,COST_CENTER,,CWD0970000
751976,COST_CENTER,,CWD0970000
752247,COST_CENTER,,CWC0300000
713926,COST_CENTER,,CWJ0600000
713976,COST_CENTER,,CWJ0300000
771544,COST_CENTER,,CWG1200000
762048,COST_CENTER,,CWD0970000
794827,COST_CENTER,,CWB0100000
778334,COST_CENTER,,CWZ2600000
778392,COST_CENTER,,CWZ2600000
798564,COST_CENTER,,CWH0300000
724212,COST_CENTER,,CTB0200000
724494,COST_CENTER,,CWH0300000
724577,COST_CENTER,,CWC0300000
724973,COST_CENTER,,CPH0100000
833500,COST_CENTER,,CWJ0300000
728602,COST_CENTER,,CWH0600000
728660,COST_CENTER,,CWH0300000
800244,COST_CENTER,,CHA0000000
784018,COST_CENTER,,CPL0100000
758691,COST_CENTER,,CWB0160020
758831,COST_CENTER,,CWD0970000
717845,COST_CENTER,,CWZ1000000
711516,COST_CENTER,,CWJ0300000
711532,COST_CENTER,,CWJ0300000
711566,COST_CENTER,,CWD0970000
720012,COST_CENTER,,CWD0970000
721672,COST_CENTER,,CWI2301000
721771,COST_CENTER,,CWZ1000000
721797,COST_CENTER,,CWZ1000000
721804,COST_CENTER,,CWJ0300000
721838,COST_CENTER,,CWD0800000
721888,COST_CENTER,,CWD0800000
707995,COST_CENTER,,CWF0173010
725757,COST_CENTER,,CWD0970000
725898,COST_CENTER,,CWE1700000
726002,COST_CENTER,,CWC0300000
726010,COST_CENTER,,CWC0300000
772047,COST_CENTER,,CWB0160020
772328,COST_CENTER,,CWE1300000
762296,COST_CENTER,,CWL0101000
762410,COST_CENTER,,CWD0970000
762428,COST_CENTER,,CWD0970000
762436,COST_CENTER,,CWD0970000
762444,COST_CENTER,,CWD0970000
762535,COST_CENTER,,CWK1301000
802092,COST_CENTER,,CWG0300000
802406,COST_CENTER,,CWZ2700000
802472,COST_CENTER,,CWC0300000
793465,COST_CENTER,,CWD0970000
795099,COST_CENTER,,CWH0300000
783036,COST_CENTER,,CWD0970000
796584,COST_CENTER,,CWJ0500000
784711,COST_CENTER,,CWK1301000
784729,COST_CENTER,,CWB0100000
784779,COST_CENTER,,CGN0000000
665440,COST_CENTER,,CWE1300000
717879,COST_CENTER,,CWI1801000
717960,COST_CENTER,,CWF0173010
720038,COST_CENTER,,CWE1300000
720054,COST_CENTER,,CWH0300000
720111,COST_CENTER,,CWH0300000
720153,COST_CENTER,,CWJ0300000
720179,COST_CENTER,,CWZ1400000
706252,COST_CENTER,,CWF0173010
708000,COST_CENTER,,CWF0173010
708018,COST_CENTER,,CWF0173010
708026,COST_CENTER,,CWF0173010
708068,COST_CENTER,,CWZ1000000
708084,COST_CENTER,,CWF0173010
708092,COST_CENTER,,CWF0173010
708133,COST_CENTER,,CWF0170000
708167,COST_CENTER,,CWZ1000000
708208,COST_CENTER,,CWF0173010
708216,COST_CENTER,,CWF0173010
708224,COST_CENTER,,CWZ1000000
708232,COST_CENTER,,CWZ1000000
708240,COST_CENTER,,CWZ1000000
708282,COST_CENTER,,CWD0970000
709602,COST_CENTER,,CWF0173010
709652,COST_CENTER,,CWF0173010
709743,COST_CENTER,,CWC0300000
771867,COST_CENTER,,CWJ0600000
771966,COST_CENTER,,CWC0300000
762717,COST_CENTER,,CWD0970000
762775,COST_CENTER,,CWD0970000
762783,COST_CENTER,,CWD0970000
762791,COST_CENTER,,CWI2301000
783317,COST_CENTER,,HG01000009
784985,COST_CENTER,,CWD0800000
789422,COST_CENTER,,CWE1700000
791659,COST_CENTER,,CWD0970000
637324,COST_CENTER,,CWF0173010
656449,COST_CENTER,,CWJ0500000
690596,COST_CENTER,,CWD0970000
690794,COST_CENTER,,CWJ0600000
706294,COST_CENTER,,CWZ1300000
706343,COST_CENTER,,CWF0173010
706385,COST_CENTER,,CWF0170000
706393,COST_CENTER,,CWF0173010
706450,COST_CENTER,,CWF0170000
706575,COST_CENTER,,CWF0173010
755069,COST_CENTER,,CHA0000000
757437,COST_CENTER,,CGN0000000
757453,COST_CENTER,,CWD0970000
757461,COST_CENTER,,CGM0000000
757536,COST_CENTER,,CHA0000000
772906,COST_CENTER,,CWC0300000
763046,COST_CENTER,,CWD0800000
763111,COST_CENTER,,CWD0970000
829880,COST_CENTER,,CWL0101000
787111,COST_CENTER,,CWK1301000
789604,COST_CENTER,,CWC0300000
789711,COST_CENTER,,CHA0000000
778433,COST_CENTER,,CWD0970000
778508,COST_CENTER,,CWK1301000
780181,COST_CENTER,,CWK1301000
678641,COST_CENTER,,CWJ0600000
681933,COST_CENTER,,CHA0000000
688765,COST_CENTER,,CWZ2900000
688856,COST_CENTER,,CWJ0300000
689341,COST_CENTER,,CHA0000000
689367,COST_CENTER,,CWE1300000
752528,COST_CENTER,,CGJ0000000
752825,COST_CENTER,,CHA0000000
713091,COST_CENTER,,CWF0173010
713124,COST_CENTER,,CWK0103000
713182,COST_CENTER,,CWF0170000
714213,COST_CENTER,,CWI1801000
714297,COST_CENTER,,CWF0170000
714320,COST_CENTER,,CGC0000000
714362,COST_CENTER,,CWH0200000
714437,COST_CENTER,,CWC0260030
714487,COST_CENTER,,CWE1700000
714510,COST_CENTER,,CWL0101000
763202,COST_CENTER,,CWE1700000
763244,COST_CENTER,,CWD0970000
803066,COST_CENTER,,CWZ1300000
775835,COST_CENTER,,CWZ1900000
775950,COST_CENTER,,CWJ0600000
777386,COST_CENTER,,CWI2301000
777485,COST_CENTER,,CWG0300000
795320,COST_CENTER,,CWH0300000
795528,COST_CENTER,,CWJ0600000
780412,COST_CENTER,,CWZ2700000
780420,COST_CENTER,,CWD0970000
780438,COST_CENTER,,CTB0200000
798952,COST_CENTER,,CWG0300000
726466,COST_CENTER,,CGM0000000
726664,COST_CENTER,,CWC0300000
833063,COST_CENTER,,CWZ1300000
831405,COST_CENTER,,CGJ0000000
754467,COST_CENTER,,CWF0173010
778780,COST_CENTER,,CWL0101000
784109,COST_CENTER,,CWL0101000
784159,COST_CENTER,,CPH0100000
789547,COST_CENTER,,CHA0000000
633869,COST_CENTER,,CWZ2100000
710526,COST_CENTER,,CWF0173010
710568,COST_CENTER,,CWK1301000
710633,COST_CENTER,,CWF0173010
710732,COST_CENTER,,CWF0173010
710782,COST_CENTER,,CWF0173010
711839,COST_CENTER,,CWZ1000000
711863,COST_CENTER,,CWD0800000
711889,COST_CENTER,,CWJ0600000
711912,COST_CENTER,,CWZ1000000
712001,COST_CENTER,,CWD0800000
722076,COST_CENTER,,CWH0300000
708290,COST_CENTER,,CWF0173010
773657,COST_CENTER,,CWJ0600000
763492,COST_CENTER,,CWD0970000
763517,COST_CENTER,,CWD0970000
763567,COST_CENTER,,CWE1300000
763731,COST_CENTER,,CWK1301000
803545,COST_CENTER,,CWD0970000
830697,COST_CENTER,,CWD0800000
793655,COST_CENTER,,CWL0101000
781080,COST_CENTER,,CHA0000000
795586,COST_CENTER,,CHA0000000
795677,COST_CENTER,,CWK1301000
797475,COST_CENTER,,CGN0100000
797607,COST_CENTER,,CWC0300000
797623,COST_CENTER,,CWA0200000
799132,COST_CENTER,,HG01000009
786189,COST_CENTER,,CWJ0600000
786220,COST_CENTER,,CWZ1400000
637837,COST_CENTER,,CWD0970000
703430,COST_CENTER,,CWJ0600000
720575,COST_CENTER,,CWD0970000
706591,COST_CENTER,,CGO0800000
708323,COST_CENTER,,CWJ0300000
708331,COST_CENTER,,CWI2270000
708357,COST_CENTER,,CWZ1000000
708365,COST_CENTER,,CWJ0300000
708399,COST_CENTER,,CWF0173010
708422,COST_CENTER,,CWF0170000
708456,COST_CENTER,,CWF0173010
708464,COST_CENTER,,CWF0170000
708498,COST_CENTER,,CWZ1000000
708521,COST_CENTER,,CGB0200000
755415,COST_CENTER,,CTA0600000
865701,COST_CENTER,,CHA0000000
773095,COST_CENTER,,CWZ1000000
773194,COST_CENTER,,CHA0000000
773350,COST_CENTER,,CWE1700000
763905,COST_CENTER,,CWD0970000
763921,COST_CENTER,,CWD0970000
803652,COST_CENTER,,CWD0970000
787252,COST_CENTER,,CWG1200000
783680,COST_CENTER,,CWE1700000
783705,COST_CENTER,,CWE1700000
785181,COST_CENTER,,CWL0101000
785199,COST_CENTER,,CWE1700000
785264,COST_CENTER,,CWC0201000
786288,COST_CENTER,,CWD0800000
786296,COST_CENTER,,CWD0860030
682642,COST_CENTER,,CWA1000000
660086,COST_CENTER,,CWE1300000
671158,COST_CENTER,,CWC0300000
703448,COST_CENTER,,CWI2301000
705452,COST_CENTER,,CWZ1000000
751124,COST_CENTER,,CWD0800000
706616,COST_CENTER,,CWL0101000
706624,COST_CENTER,,CWF0170000
706632,COST_CENTER,,CWB0160020
706674,COST_CENTER,,CWF0173010
706682,COST_CENTER,,CWF0173010
706690,COST_CENTER,,CWF0170000
706707,COST_CENTER,,CWF0173010
706723,COST_CENTER,,CWF0173010
706731,COST_CENTER,,CWF0170000
706749,COST_CENTER,,CWF0173010
706757,COST_CENTER,,CWF0173010
755605,COST_CENTER,,CWD0970000
755738,COST_CENTER,,CWD0970000
871089,COST_CENTER,,CWZ1000000
774374,COST_CENTER,,CWE1700000
764268,COST_CENTER,,CWI1801000
764474,COST_CENTER,,CWD0970000
764523,COST_CENTER,,CWJ0500000
804014,COST_CENTER,,CWK1301000
765539,COST_CENTER,,CWD0970000
776122,COST_CENTER,,CWJ0300000
790031,COST_CENTER,,CPH0100000
779085,COST_CENTER,,CWD0860030
779209,COST_CENTER,,CWG0300000
689862,COST_CENTER,,CWJ0660010
679095,COST_CENTER,,CHA0000000
679178,COST_CENTER,,CHA0000000
679219,COST_CENTER,,CHA0000000
679277,COST_CENTER,,CWD0970000
726763,COST_CENTER,,CWL0101000
726903,COST_CENTER,,CWH0600000
683187,COST_CENTER,,CHA0000000
683799,COST_CENTER,,CWZ1400000
683997,COST_CENTER,,CGN0000000
756017,COST_CENTER,,CTA0600000
709876,COST_CENTER,,CGO0800000
709933,COST_CENTER,,CWF0173010
710071,COST_CENTER,,CWF0170000
710104,COST_CENTER,,CWF0173010
751249,COST_CENTER,,CWB0100000
751380,COST_CENTER,,CWB0160030
753039,COST_CENTER,,CGN0000000
753047,COST_CENTER,,CTA0600000
753302,COST_CENTER,,CWA1200000
713356,COST_CENTER,,CWZ1000000
713471,COST_CENTER,,CWJ0300000
877467,COST_CENTER,,HG01000009
835374,COST_CENTER,,CPH0100000
773855,COST_CENTER,,CWB0100000
764812,COST_CENTER,,CWI1801000
760208,COST_CENTER,,CHA0000000
765787,COST_CENTER,,CWD0970000
780553,COST_CENTER,,CWZ2100000
777633,COST_CENTER,,CWG0300000
777724,COST_CENTER,,CWK1301000
777766,COST_CENTER,,CWK1301000
795734,COST_CENTER,,CWK1301000
795768,COST_CENTER,,CWK1301000
779423,COST_CENTER,,CWC0300000
689903,COST_CENTER,,CWE1300000
689408,COST_CENTER,,CGA0000000
726953,COST_CENTER,,CWB0160020
727034,COST_CENTER,,CWB0100000
727117,COST_CENTER,,CWC0300000
757734,COST_CENTER,,CGA0000000
781311,COST_CENTER,,CWL0101000
781353,COST_CENTER,,CWZ2400000
757859,COST_CENTER,,CWD0970000
758055,COST_CENTER,,CWJ0600000
714552,COST_CENTER,,CWA1200000
710849,COST_CENTER,,CWF0170000
710906,COST_CENTER,,CWF0173010
710914,COST_CENTER,,CWD0970000
710964,COST_CENTER,,CWF0170000
710998,COST_CENTER,,CWH0300000
711003,COST_CENTER,,CWE1300000
711079,COST_CENTER,,CWH0300000
711136,COST_CENTER,,CWF0170000
712142,COST_CENTER,,CWH0300000
712168,COST_CENTER,,CWD0970000
722183,COST_CENTER,,CWI2301000
722240,COST_CENTER,,CWD0970000
722258,COST_CENTER,,CWZ1000000
723123,COST_CENTER,,CWE1700000
724171,COST_CENTER,,CWI2301000
724733,COST_CENTER,,CWZ2900000
723321,COST_CENTER,,CWH0200000
723462,COST_CENTER,,CWC0300000
723470,COST_CENTER,,CTB0200000
723561,COST_CENTER,,CWZ0700000
770819,COST_CENTER,,CWD0970000
760448,COST_CENTER,,CHA0000000
775710,COST_CENTER,,CWE1700000
780628,COST_CENTER,,CWH0200000
794025,COST_CENTER,,CWB0160020
795908,COST_CENTER,,CWE1700000
797855,COST_CENTER,,CWD0870000
798035,COST_CENTER,,CHA0000000
630873,COST_CENTER,,CWI2270000
631318,COST_CENTER,,CWJ0300000
662389,COST_CENTER,,CWC0300000
714586,COST_CENTER,,CWJ0600000
714669,COST_CENTER,,CWJ0660010
714677,COST_CENTER,,CWE1300000
714742,COST_CENTER,,CWF0102000
718611,COST_CENTER,,CWI1801000
720773,COST_CENTER,,HG01000008
720814,COST_CENTER,,CWZ2700000
708571,COST_CENTER,,CWA1000000
708646,COST_CENTER,,CWZ1000000
708654,COST_CENTER,,CWZ1000000
708696,COST_CENTER,,CWJ0600000
708703,COST_CENTER,,CWZ1000000
708753,COST_CENTER,,CWJ0660010
708802,COST_CENTER,,CWJ0600000
774530,COST_CENTER,,CWB0100000
774580,COST_CENTER,,CWK1301000
722810,COST_CENTER,,CWD0800000
722828,COST_CENTER,,CWC0300000
722878,COST_CENTER,,CGM0000000
722919,COST_CENTER,,CPH0100000
723058,COST_CENTER,,CWL0101000
760787,COST_CENTER,,CWD0800000
760901,COST_CENTER,,CHA0000000
800640,COST_CENTER,,CWD0800000
786436,COST_CENTER,,CWJ0600000
787640,COST_CENTER,,CWC0300000
784274,COST_CENTER,,CWK1301000
675118,COST_CENTER,,CHA0000000
684713,COST_CENTER,,CHA0000000
664624,COST_CENTER,,CWJ0500000
726218,COST_CENTER,,CWC0300000
726234,COST_CENTER,,CWD0970000
705709,COST_CENTER,,CWA1000000
705717,COST_CENTER,,CWF0102000
705741,COST_CENTER,,CWZ1000000
705775,COST_CENTER,,CWL0101000
705791,COST_CENTER,,CWL0101000
705808,COST_CENTER,,CWF0170000
705816,COST_CENTER,,CWF0170000
705957,COST_CENTER,,CWF0170000
706905,COST_CENTER,,CWD0970000
707458,COST_CENTER,,CWE1700000
707474,COST_CENTER,,CWA0000000
707490,COST_CENTER,,CWE1700000
707515,COST_CENTER,,CWF0173010
707573,COST_CENTER,,CWF0173010
707599,COST_CENTER,,CWJ0500000
707622,COST_CENTER,,CWD0970000
707630,COST_CENTER,,CWC0300000
707656,COST_CENTER,,CWD0970000
707664,COST_CENTER,,CWF0170000
753550,COST_CENTER,,CWD0800000
756231,COST_CENTER,,CWD0970000
756364,COST_CENTER,,CWZ2700000
756405,COST_CENTER,,CWB0105000
756546,COST_CENTER,,CGM0000000
801557,COST_CENTER,,CGN0100000
761157,COST_CENTER,,CWD0970000
792772,COST_CENTER,,CWJ0600000
786642,COST_CENTER,,CWC0260020
787690,COST_CENTER,,CWK0106060
777881,COST_CENTER,,CWZ2100000
779712,COST_CENTER,,CWE1300000
675340,COST_CENTER,,CWZ1000000
675572,COST_CENTER,,CWJ0300000
690009,COST_CENTER,,CWD0970000
764721,COST_CENTER,,CHA0000000
688236,COST_CENTER,,CWF0173010
781387,COST_CENTER,,CWB0100000
781402,COST_CENTER,,CWH0300000
710419,COST_CENTER,,CWL0101000
710435,COST_CENTER,,CWF0173010
753716,COST_CENTER,,CWJ0600000
753782,COST_CENTER,,CWD0970000
754326,COST_CENTER,,CWA1000000
754342,COST_CENTER,,CGO0800000
712316,COST_CENTER,,CWF0173010
713562,COST_CENTER,,CWD0970000
759037,COST_CENTER,,CWB0160030
759219,COST_CENTER,,CWJ0600000
770968,COST_CENTER,,CWJ0600000
771122,COST_CENTER,,CWJ0600000
761082,COST_CENTER,,CWZ1000000
804501,COST_CENTER,,CWC0260030
831603,COST_CENTER,,CWD0800000
780826,COST_CENTER,,CWZ2600000
776594,COST_CENTER,,CWD0800000
777998,COST_CENTER,,CWD0970000
778003,COST_CENTER,,CWE1700000
798150,COST_CENTER,,CWZ2400000
790776,COST_CENTER,,CWD0970000
727894,COST_CENTER,,CWL0101000
727919,COST_CENTER,,CWC0300000
765894,COST_CENTER,,CHA0000000
766876,COST_CENTER,,CGO0800000
766892,COST_CENTER,,CGO0800000
781478,COST_CENTER,,CWC0300000
781684,COST_CENTER,,CWD0800000
781692,COST_CENTER,,CWD0800000
781783,COST_CENTER,,CWD0800000
758229,COST_CENTER,,CWB0160020
714841,COST_CENTER,,CWJ0500000
711269,COST_CENTER,,CWF0170000
711342,COST_CENTER,,CWC0260030
711368,COST_CENTER,,CWF0173010
711376,COST_CENTER,,CWZ1000000
711459,COST_CENTER,,CWF0170000
712332,COST_CENTER,,CWF0170000
712431,COST_CENTER,,CWH0300000
712621,COST_CENTER,,CWJ0300000
725369,COST_CENTER,,CWD0970000
867088,COST_CENTER,,CHA0000000
765000,COST_CENTER,,CWD0970000
765034,COST_CENTER,,CWD0970000
765266,COST_CENTER,,CWD0970000
804775,COST_CENTER,,CWI2270000
780983,COST_CENTER,,CWZ1000000
799710,COST_CENTER,,CWH0200000
796196,COST_CENTER,,CWL0101000
790924,COST_CENTER,,CWZ2400000
654443,COST_CENTER,,CWJ0600000
714916,COST_CENTER,,CWL0101000
714966,COST_CENTER,,CWZ2100000
717796,COST_CENTER,,CWH0300000
717829,COST_CENTER,,CWB0100000
718744,COST_CENTER,,CWH0200000
719883,COST_CENTER,,CGM0000000
719966,COST_CENTER,,CWE1300000
721317,COST_CENTER,,CWZ1900000
721325,COST_CENTER,,CWZ1900000
721424,COST_CENTER,,CWJ0300000
721523,COST_CENTER,,CWZ1400000
721573,COST_CENTER,,CWD0970000
707698,COST_CENTER,,CWF0170000
708943,COST_CENTER,,CWF0170000
708951,COST_CENTER,,CWF0170000
709363,COST_CENTER,,CWE1300000
709371,COST_CENTER,,CWD0970000
709389,COST_CENTER,,CWC0300000
709397,COST_CENTER,,CWH0300000
709420,COST_CENTER,,CWE1300000
764896,COST_CENTER,,CWZ1300000
782822,COST_CENTER,,CGO0800000
787848,COST_CENTER,,CWK0106060
636532,COST_CENTER,,CWI1801000
636623,COST_CENTER,,CWJ0600000
676877,COST_CENTER,,CHA0000000
680448,COST_CENTER,,CWK0106060
664799,COST_CENTER,,CWF0173010
665234,COST_CENTER,,CWH0300000
688260,COST_CENTER,,CWJ0600000
727399,COST_CENTER,,CWD0970000
727985,COST_CENTER,,CWZ1900000
750168,COST_CENTER,,CHA0000000
706020,COST_CENTER,,CWF0170000
706046,COST_CENTER,,CWF0170000
706129,COST_CENTER,,CWC0300000
706145,COST_CENTER,,CWF0102000
706187,COST_CENTER,,CWF0170000
706195,COST_CENTER,,CWF0170000
706202,COST_CENTER,,CWF0170000
706228,COST_CENTER,,CWF0173010
706236,COST_CENTER,,CWC0300000
707739,COST_CENTER,,CWF0173010
707789,COST_CENTER,,CWF0173010
707797,COST_CENTER,,CWA0000000
707804,COST_CENTER,,CWF0170000
707854,COST_CENTER,,CWF0170000
707903,COST_CENTER,,CGM0000000
707945,COST_CENTER,,CWF0173010
833641,COST_CENTER,,CWD0800000
793407,COST_CENTER,,CWD0970000
799926,COST_CENTER,,CGN0100000
832528,COST_CENTER,,CHA0000000
834087,COST_CENTER,,HG01000009
833823,COST_CENTER,,HG01000009
810053,COST_CENTER,,CTB0103000
823113,COST_CENTER,,CWZ1000000
706814,COST_CENTER,,CWF0173010
759524,COST_CENTER,,CWD0970000
759780,COST_CENTER,,CWB0100000
867096,COST_CENTER,,CHA0000000
848509,COST_CENTER,,CWD0970000
834160,COST_CENTER,,CGO0800000
810144,COST_CENTER,,CGN0100000
810201,COST_CENTER,,CGN0100000
821828,COST_CENTER,,CWC0300000
821844,COST_CENTER,,CWE1700000
812439,COST_CENTER,,CWZ2100000
712861,COST_CENTER,,CWA0000000
718364,COST_CENTER,,CWE1700000
869406,COST_CENTER,,CHA0000000
869414,COST_CENTER,,CWC0201000
825937,COST_CENTER,,CWJ0400000
815467,COST_CENTER,,CWC0300000
811184,COST_CENTER,,CWB0105000
811332,COST_CENTER,,CWZ2900000
812504,COST_CENTER,,CWC0260020
812603,COST_CENTER,,CWZ1000000
812744,COST_CENTER,,CWK1301000
819253,COST_CENTER,,CWB0160030
767428,COST_CENTER,,CWK0501000
816746,COST_CENTER,,CWC0300000
818130,COST_CENTER,,CWC0300000
818263,COST_CENTER,,CGA0000000
807597,COST_CENTER,,CWJ0300000
697617,COST_CENTER,,CGM0000000
775356,COST_CENTER,,CWG1200000
774358,COST_CENTER,,CWE1700000
774457,COST_CENTER,,CWB0101000
864208,COST_CENTER,,CWZ1000000
807638,COST_CENTER,,CWK1301000
823410,COST_CENTER,,CGN0100000
778871,COST_CENTER,,CWB0100000
779001,COST_CENTER,,CWZ2900000
779077,COST_CENTER,,CTB0103000
778235,COST_CENTER,,CWD0970000
778772,COST_CENTER,,CPH0100000
711756,COST_CENTER,,CWD0970000
863523,COST_CENTER,,CWL0101000
833253,COST_CENTER,,CWL0101000
833302,COST_CENTER,,CGM0000000
833203,COST_CENTER,,CWZ2900000
830324,COST_CENTER,,CWL0101000
833188,COST_CENTER,,CWE1300000
833287,COST_CENTER,,CWL0101000
863581,COST_CENTER,,CWF0173010
822339,COST_CENTER,,CWC0201000
811449,COST_CENTER,,CWJ0660010
825094,COST_CENTER,,CWD0860030
756025,COST_CENTER,,CWD0970000
782054,COST_CENTER,,CHA0000000
779663,COST_CENTER,,CWJ0300000
816978,COST_CENTER,,CHA0000000
816994,COST_CENTER,,CHA0000000
813015,COST_CENTER,,CWC0260020
813099,COST_CENTER,,CWJ0660010
814782,COST_CENTER,,CWC0260030
785975,COST_CENTER,,CWI1801000
789779,COST_CENTER,,CHA0000000
873910,COST_CENTER,,CPH0100000
815946,COST_CENTER,,CWK1301000
818544,COST_CENTER,,CWJ0660010
819758,COST_CENTER,,CWD0970000
779598,COST_CENTER,,CWB0160020
